"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"332","Male","Millennial","not ftyr","NA","non-college","White","Never married","suburban",211649
"333","Female","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Never married","urban",211639
"334","Male","Millennial","not ftyr","middle_income","non-college","White","Married","suburban",211474
"335","Female","Gen X","full-time year-round worker","high_income","college","Non-white","Married","urban",211402
"336","Female","Boomers","not ftyr","low_income","non-college","Non-white","Divorced/separated/widowed","rural",210554
"337","Female","Silent","not ftyr","middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",210191
"338","Male","Millennial","full-time year-round worker","upper_middle_income","college","White","Married","rural",209511
"339","Female","Gen Z","not ftyr","middle_income","non-college","White","Never married","rural",209386
"340","Female","Silent","not ftyr","middle_income","non-college","White","Married","urban",208918
"341","Male","Millennial","not ftyr","low_income","non-college","White","Never married","urban",208313
"342","Male","Gen X","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","urban",207803
"343","Male","Gen X","not ftyr","low_income","non-college","White","Divorced/separated/widowed","suburban",207635
"344","Male","Gen X","not ftyr","low_income","non-college","Non-white","Married","suburban",207596
"345","Female","Boomers","full-time year-round worker","upper_middle_income","non-college","White","Married","urban",207535
"346","Female","Millennial","not ftyr","upper_middle_income","non-college","White","Married","rural",206930
"347","Female","Millennial","full-time year-round worker","low_income","non-college","Non-white","Never married","urban",206564
"348","Female","Silent","not ftyr","middle_income","college","White","Married","suburban",206480
"349","Female","Boomers","full-time year-round worker","high_income","college","White","Married","urban",205472
"350","Male","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Married","suburban",204705
"351","Female","Gen X","not ftyr","upper_middle_income","college","White","Married","urban",204348
"352","Male","Gen X","not ftyr","low_income","non-college","Non-white","Never married","suburban",204235
"353","Male","Boomers","not ftyr","upper_middle_income","college","White","Married","urban",202913
"354","Male","Millennial","full-time year-round worker","high_income","college","White","Married","urban",202255
"355","Female","Millennial","full-time year-round worker","middle_income","college","White","Married","suburban",200967
"356","Female","Boomers","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",200348
"357","Female","Gen Z","not ftyr","NA","non-college","Non-white","Never married","suburban",200071
"358","Female","Gen X","full-time year-round worker","upper_middle_income","non-college","White","Married","urban",199749
"359","Male","Millennial","not ftyr","upper_middle_income","college","White","Never married","suburban",199151
"360","Female","Boomers","not ftyr","middle_income","non-college","White","Divorced/separated/widowed","urban",198885
"361","Female","Millennial","not ftyr","upper_middle_income","non-college","White","Never married","rural",198647
"362","Female","Gen X","not ftyr","upper_middle_income","college","White","Married","rural",198385
"363","Female","Millennial","not ftyr","middle_income","college","White","Never married","suburban",197278
"364","Female","Gen X","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","suburban",197161
"365","Female","Millennial","not ftyr","middle_income","non-college","White","Never married","urban",195906
"366","Male","Millennial","full-time year-round worker","low_income","non-college","White","Never married","suburban",194184
"367","Male","Millennial","full-time year-round worker","upper_middle_income","college","Non-white","Married","urban",193414
"368","Male","Silent","not ftyr","high_income","college","White","Married","suburban",193356
"369","Female","Gen X","full-time year-round worker","middle_income","non-college","White","Never married","suburban",193215
"370","Male","Gen X","not ftyr","low_income","non-college","White","Divorced/separated/widowed","rural",192087
"371","Female","Gen Z","not ftyr","NA","non-college","White","Never married","urban",192047
"372","Male","Gen X","not ftyr","middle_income","non-college","White","Divorced/separated/widowed","suburban",191918
"373","Female","Millennial","not ftyr","low_income","non-college","White","Never married","urban",191736
"374","Female","Millennial","not ftyr","upper_middle_income","college","Non-white","Married","suburban",191430
"375","Male","Boomers","full-time year-round worker","high_income","college","White","Married","rural",191136
"376","Male","Millennial","full-time year-round worker","high_income","college","White","Never married","suburban",191113
"377","Female","Millennial","full-time year-round worker","middle_income","college","Non-white","Never married","suburban",190441
"378","Female","Millennial","not ftyr","high_income","non-college","White","Never married","suburban",189978
"379","Female","Millennial","full-time year-round worker","high_income","college","White","Married","urban",189819
"380","Male","Gen Z","not ftyr","NA","non-college","Non-white","Never married","suburban",189645
"381","Male","Gen X","not ftyr","low_income","non-college","White","Married","suburban",189394
"382","Female","Millennial","full-time year-round worker","middle_income","non-college","Non-white","Married","urban",189385
"383","Male","Millennial","not ftyr","middle_income","non-college","Non-white","Never married","rural",188001
"384","Male","Millennial","not ftyr","middle_income","non-college","Non-white","Married","suburban",187598
"385","Male","Boomers","full-time year-round worker","high_income","college","Non-white","Married","suburban",186980
"386","Female","Boomers","not ftyr","low_income","college","White","Divorced/separated/widowed","suburban",186874
"387","Male","Boomers","not ftyr","low_income","non-college","Non-white","Never married","urban",186344
"388","Female","Millennial","full-time year-round worker","high_income","college","White","Never married","urban",186113
"389","Male","Gen X","not ftyr","low_income","non-college","Non-white","Married","urban",186094
"390","Male","Gen X","not ftyr","low_income","non-college","White","Married","rural",185905
"391","Female","Millennial","full-time year-round worker","upper_middle_income","college","Non-white","Never married","suburban",185026
"392","Male","Millennial","full-time year-round worker","middle_income","non-college","Non-white","Never married","rural",184560
"393","Male","Silent","not ftyr","upper_middle_income","non-college","White","Married","rural",181801
"394","Female","Silent","not ftyr","low_income","college","White","Divorced/separated/widowed","suburban",181621
