"","puma","PUMAname","simple_density","logged_density","hholds"
"270","5311605","Seattle City (West)--Duwamish & Beacon Hill",3185.27786302477,2774.4549582793,58584
"271","3602001","Albany County (East Central)--Albany City",3974.27645996128,2773.25313509139,44928
"272","1703421","Cook County (North)--Niles & Evanston Townships",3317.57893100756,2756.16668026663,65825
"273","0605918","Orange County (Central)--Costa Mesa & Fountain Valley Cities",2995.42748141113,2755.15447640816,65022
"274","2401101","Prince Georges County (Northwest)--College Park City & Langley Park",3718.96698689573,2743.82996912388,33177
"275","1201113","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities",3072.55071759673,2741.47277166902,45139
"276","2603211","Detroit City (South Central & Southeast)",3434.8404500462,2737.56571852134,58934
"277","0606707","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)",3250.80123267986,2726.24170268832,56082
"278","0608503","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities",3290.13586732359,2715.88226297578,53357
"279","3900908","Cleveland City (East) & Bratenahl Village",3071.22807646406,2701.07883622001,70382
"280","3200410","Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",2972.86131667522,2692.33164678093,53090
"281","3603204","Nassau County (West Central)--North Hempstead Town (South)",2909.81281230961,2690.11642926386,37001
"282","0800810","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)",2975.26174469546,2686.72053465439,43096
"283","3200406","Las Vegas City (South Central)",2907.60602544973,2679.29030028219,49235
"284","2504500","Bristol County (South)--New Bedford City & Fairhaven Town",3786.02934649726,2653.95424491516,45997
"285","3401901","Union County (North Central)--Roselle Park Borough",2914.97817380189,2653.94619687992,37596
"286","0605908","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",3074.12755650768,2653.65667158802,60663
"287","4804616","Houston City (Southwest)--Between Loop I-610 & Beltway TX-8",3100.60798586558,2638.38800080131,42464
"288","4101301","Portland City (North & Northeast)",3010.46000044536,2628.5529784216,47537
"289","4805306","Austin City (Central)",2961.80982066536,2627.51494069033,62006
"290","4804638","Houston City (Southwest)--East of TX-6 & West of Beltway TX-8",2805.24155883073,2616.708557783,35291
"291","3600701","Onondaga County (Central)--Syracuse City",2950.38846235685,2612.88625135082,55633
"292","2701304","Ramsey County (Southwest)--St. Paul City (West)",2796.75240329054,2610.09014052977,63594
"293","0400103","Maricopa County--Mesa City (West)",3015.49757569069,2604.80922715823,41279
"294","0603717","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",2994.46621746686,2592.05736755865,62545
"295","0608102","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",3337.28051552768,2590.97630778941,40000
"296","4802312","Dallas (West Central), University Park Cities & Highland Park Town",3551.64159097937,2589.06244117699,45142
"297","2701405","Hennepin County--Minneapolis (North) & St. Anthony Cities",3030.03085432483,2589.04340284169,54121
"298","2701303","Ramsey County (Southeast)--St. Paul City (East)",3341.15209868019,2581.17566158333,48908
"299","0603764","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",2733.32070006366,2581.13247298114,49707
"300","5159301","Fairfax County (East Central)--Annandale, West Falls Church & Baileys Crossroads",3707.58793119429,2563.5698212372,50866
"301","0603757","Los Angeles County (South Central)--Compton City & West Rancho Dominguez",2873.63732934617,2550.84919077796,39339
"302","2504302","Bristol County (Central)--Fall River City & Somerset Town",3529.82478214281,2548.14135845815,45606
"303","3200405","Las Vegas City (Southeast)",2729.57173186493,2539.49740400103,41693
"304","2603209","Detroit City (North Central)",2645.67284780378,2538.49957545321,48619
"305","0603740","Los Angeles County (Central)--Pico Rivera & Montebello Cities",2768.47135566735,2536.35468266772,37728
"306","2503603","Norfolk County (Northeast)--Quincy City & Milton Town",3123.5811467388,2523.03014358219,49137
"307","3401904","Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",2893.06654953025,2522.93859237137,38926
"308","3402301","Mercer County (West Central)--Trenton City",3289.86383359541,2522.27438883732,39931
"309","5541005","Milwaukee City (South)",2836.77950968395,2515.26264079343,48582
"310","1703422","Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--OHare",3267.67057681211,2513.04764127202,48329
"311","1703420","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",2928.10447707352,2512.31267985623,70623
"312","0607318","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",2681.04367541575,2500.02450306719,43599
"313","1201104","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities",3162.39076839465,2499.60417260998,52801
"314","3900909","Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",2778.18010100988,2497.82705191028,63407
"315","0611103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities",2822.68365034001,2490.12297898512,51065
"316","0608105","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",3049.06189616931,2488.35131403212,50422
"317","0608501","Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",3291.97588371958,2484.27994881596,78941
"318","4935002","Salt Lake County (Northeast)--Salt Lake City (East)",3556.45748035886,2466.25114411575,53329
"319","4203303","Delaware County (Southeast)--Chester City",2778.90910143748,2459.11889697141,53612
"320","3400302","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs",3100.04368507088,2451.36590118338,46171
"321","2500300","Worcester County (Central)--Worcester City",3111.07619478625,2444.55810763237,70792
"322","3900906","Cleveland City (Central)",2794.85942566029,2444.31207424773,54063
"323","0606704","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",2976.89099400114,2440.9917290825,48075
"324","4201702","Pittsburgh City (South)",2790.18795914633,2440.14141846561,51158
"325","2401005","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2951.95732078345,2434.84387035659,49118
"326","4802001","Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities",3367.97779351516,2431.54859035289,49777
"327","1201105","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",2621.33759994287,2406.76441196451,68291
"328","4101302","Portland City (East)",2540.41723831855,2402.7276510773,46051
"329","0603707","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",2689.99035295781,2402.16528820167,35489
"330","0400125","Phoenix City (West)",2568.62688115377,2394.2675143684,35960
"331","0605910","Orange County (North Central)--Anaheim City (East)",2688.2936702917,2391.41249115039,56729
"332","2901901","St. Louis City (North)",2979.38309275708,2389.95005868014,55046
"333","3600903","Monroe County (Central)--Rochester City (West)",2691.29805297953,2386.26820503484,39058
"334","0605904","Orange County (Central)--Irvine City (Central)",2732.42356328068,2374.65044525845,84706
"335","2602908","Oakland County (Southeast)",2476.05009048004,2370.99738150371,86787
"336","0605907","Orange County (North Central)--Fullerton & Placentia Cities",2657.71767158074,2368.2147874722,62447
"337","0600109","Alameda County (South Central)--Fremont City (East)",2913.93169999784,2366.10246473352,65486
"338","0607315","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)",2658.52417782398,2361.59984793274,62956
"339","0800816","Denver City (Southwest)",2451.48042127091,2358.73135919728,44861
"340","0600106","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",3041.64488068329,2352.4909271048,48648
"341","3900902","Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities",3299.45041058025,2352.27928500927,62337
"342","2400504","Baltimore County--Towson (East & Central), Parkville & Carney",2759.17293730447,2350.56813567869,46396
"343","0800809","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)",2451.54263882286,2349.68719710923,44323
"344","3905504","Cincinnati City (Central)",2831.6636316044,2347.88594604133,53381
"345","3402101","Camden County (North)--Camden & Gloucester Cities",2737.96746473569,2344.93617166382,42147
"346","0400109","Maricopa County--Tempe City (North)",2877.33181013501,2342.25837775712,42720
"347","1209505","Orange County (Central)--Orlando City (East Downtown) & Azalea Park",2588.69820882695,2342.19484422874,51256
"348","0606709","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",2497.96428141621,2340.91512212379,48460
"349","1201108","Broward County (East Central)--Fort Lauderdale City (Central)",2580.77181561349,2338.60586483492,59292
"350","0608504","Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities",2620.91810135758,2332.62367767038,40921
"351","0606701","Sacramento County (North Central)--Citrus Heights City",2410.28088588008,2330.45510816196,42479
"352","1208601","Miami-Dade County (North Central)--Greater Miami Lakes Town",3598.12403938536,2328.42559168141,37191
"353","3603207","Nassau County (Central)--Hempstead Town (Northeast)",2390.60865791399,2317.01436678841,36536
"354","0400206","Tucson City (Northeast)",2503.4392470957,2314.94874792697,47258
"355","4805307","Austin City (South)",2448.89524207961,2308.24432561793,55395
"356","0400123","Phoenix City--Maryvale (West)",2489.3019010567,2303.18305520137,32847
"357","5311501","Pierce County (Central)--Tacoma City (Central)",2582.91222617031,2300.39812175052,51022
"358","0400122","Phoenix City--Maryvale (East)",2564.5159785128,2298.10707464563,28652
"359","4200101","Erie City, Lawrence Park Township & Wesleyville Borough",2573.53279811764,2296.5638765727,43498
"360","0400207","Tucson City (Northwest)",2413.19039638476,2295.61652642328,41187
"361","1208605","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)",2447.60069587063,2290.85070110976,30514
"362","2400506","Baltimore County--Dundalk, Essex & Edgemere",2830.47883431798,2282.10126893421,41468
"363","3200413","Clark County (Central)--Paradise (South) & Enterprise",2840.13131521483,2276.50260051592,56492
"364","2603005","Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area",2319.09241538825,2267.13443379534,58917
"365","4805910","San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410",2750.889576985,2262.06301847758,46286
"366","1201102","Broward County (North Central)--Margate & Coconut Creek Cities",2444.20710182057,2260.31708812208,45125
"367","2401103","Prince Georges County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities",2839.65244776941,2256.2688441887,35737
"368","4802311","Dallas City (North)--South of I-635 & West of US-75",3174.41476266281,2246.77274318492,42099
"369","4201806","Allegheny County (South Central)--Baldwin & Whitehall Boroughs",2508.96779906396,2232.99314093444,55124
"370","3500802","Albuquerque City (Near Northeast Heights)",2309.01014213266,2231.67390445263,42983
"371","0603715","Los Angeles County (East Central)--West Covina City",2341.31438718947,2225.02295210775,32331
"372","0400104","Maricopa County--Mesa City (South Central)",2386.6146548472,2222.27279904974,43020
"373","0400117","Phoenix City (East)",2489.24138757324,2209.12721825188,44102
"374","0603754","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",2439.79142926172,2202.84743656133,39695
"375","1301006","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",2626.19041944398,2196.11473682897,56714
"376","1208617","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",2304.79348203612,2192.44373605792,34186
"377","1703532","Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering",2716.51371285554,2191.38527935671,45672
"378","0800812","Denver City (Northeast)",2816.50646632425,2186.44802256428,64164
"379","1209904","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)",2385.58023782737,2179.2323086044,46201
"380","0603762","Los Angeles County (South Central)--Carson City",2461.98679001914,2176.66313582796,32661
"381","3400907","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough",2856.6744587804,2168.35872321284,38439
"382","4805904","San Antonio City (Northwest)--Inside Loop I-410",2217.8501044665,2161.61967461408,38004
"383","0400114","Phoenix City (Northeast Central)",2488.59832644284,2156.10270797647,44728
"384","1500306","Honolulu County--Moanalua to Pearl City",5903.60595609742,2154.5538990984,45688
"385","4101323","Washington County (Central)--Beaverton City (West) & Aloha",2346.51562951936,2153.40957097407,40915
"386","5151154","Norfolk City (Northeast)",2396.19069800829,2151.99030537322,79898
"387","3400307","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs",2430.78604917645,2147.07133990835,38736
"388","0400115","Phoenix City (Northwest Central)",2490.48310426481,2142.70782616765,41163
"389","1208620","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",2527.79019581347,2141.00853665416,33803
"390","2401002","Montgomery County (West Central)--Germantown & Montgomery Village",2384.56721591905,2133.838655731,46014
"391","3905505","Cincinnati (East) & Norwood Cities",2353.46540015479,2126.49322526552,50866
"392","3603210","Nassau County (South Central)--Hempstead Town (Southeast)",2481.35102553854,2122.59358579119,35955
"393","2401004","Montgomery County (South)--Bethesda, Potomac & North Bethesda",3582.8838815941,2121.92440344063,74828
